FieldID,Description
f.6459.0.0,"Word associated with ""happy"""
f.6470.0.0,"Word associated with ""tattered"""
f.6481.0.0,"Word associated with ""old"""
f.6492.0.0,"Word associated with ""long"""
f.6503.0.0,"Word associated with ""red"""
f.6514.0.0,"Word associated with ""sulking"""
f.6525.0.0,"Word associated with ""pretty"""
f.6536.0.0,"Word associated with ""tiny"""
f.6547.0.0,"Word associated with ""new"""
f.6671.0.0,Number of antibiotics taken in last 3 months
f.6770.0.0,Errors before selecting correct item in numeric path (trail #1)
f.6771.0.0,Errors before selecting correct item in alphanumeric path (trail #2)
f.6772.0.0,Interval between previous point and current one in numeric path (trail #1)
f.6773.0.0,Interval between previous point and current one in alphanumeric path (trail #2)
f.7381.0.0,Spherical power (left)
f.7382.0.0,Spherical power (right)
f.7383.0.0,Cylindrical power (right)
f.7384.0.0,Cylindrical power (left)
f.7385.0.0,Cylinder axis (left)
f.7386.0.0,Cylinder axis (right)
f.7389.0.0,Spherical equivalent value (left)
f.7390.0.0,Spherical equivalent value (right)
f.7391.0.0,Keratometry R1 radius (right)
f.7392.0.0,Keratometry R2 radius (right)
f.7393.0.0,Keratometry R1 radius (left)
f.7394.0.0,Keratometry R2 radius (left)
f.7395.0.0,Keratometry average radius (left)
f.7396.0.0,Keratometry average radius (right)
f.7397.0.0,Keratometry R1 spherical value (right)
f.7398.0.0,Keratometry R2 spherical value (right)
f.7399.0.0,Keratometry R1 spherical value (left)
f.7400.0.0,Keratometry R2 spherical value (left)
f.7401.0.0,Keratometry average spherical value (left)
f.7402.0.0,Keratometry average spherical value (right)
f.7403.0.0,Keratometry spherical value (right)
f.7404.0.0,Keratometry spherical value (left)
f.7405.0.0,Keratometry cylinder axis (left)
f.7406.0.0,Keratometry cylinder axis (right)
f.7407.0.0,Keratometry R1 cylinder axis (right)
f.7408.0.0,Keratometry R2 cylinder axis (right)
f.7409.0.0,Keratometry R2 cylinder axis (left)
f.7410.0.0,Keratometry R1 cylinder axis (left)
f.7476.0.0,Refractometry method
f.7486.0.0,Distance from corneal vertex to spectacle lens when wearing glasses
f.7494.0.0,Corneal refractive index
f.7495.0.0,Median spherical power (right)
f.7496.0.0,Median cylindrical power (right)
f.7497.0.0,Median cylinder axis (right)
f.7498.0.0,Median spherical equivalent value (right)
f.7499.0.0,Trial lens spherical power (right)
f.7500.0.0,Trial lens cylindrical power (right)
f.7501.0.0,Trial lens cylinder axis (right)
f.7502.0.0,Contact lens spherical power (right)
f.7503.0.0,Contact lens cylindrical power (right)
f.7504.0.0,Contact lens cylinder axis (right)
f.7505.0.0,Contact lens spherical equivalent value (right)
f.7507.0.0,Keratometry median R1 radius (right)
f.7508.0.0,Keratometry median R1 spherical value (right)
f.7509.0.0,Keratometry median R1 cylinder axis (right)
f.7510.0.0,Keratometry median R2 radius (right)
f.7511.0.0,Keratometry median R2 spherical value (right)
f.7512.0.0,Keratometry median R2 cylinder axis (right)
f.7513.0.0,Keratometry median average radius (right)
f.7514.0.0,Keratometry median average spherical value (right)
f.7515.0.0,Keratometry median spherical value (right)
f.7516.0.0,Keratometry median cylinder axis (right)
f.7517.0.0,Median spherical power (left)
f.7518.0.0,Median cylindrical power (left)
f.7519.0.0,Median cylinder axis (left)
f.7520.0.0,Median spherical equivalent value (left)
f.7521.0.0,Trial lens spherical power (left)
f.7522.0.0,Trial lens cylindrical power (left)
f.7523.0.0,Trial lens cylinder axis (left)
f.7524.0.0,Contact lens spherical power (left)
f.7525.0.0,Contact lens cylindrical power (left)
f.7526.0.0,Contact lens cylinder axis (left)
f.7527.0.0,Contact lens spherical equivalent value (left)
f.7529.0.0,Keratometry median R1 radius (left)
f.7530.0.0,Keratometry median R1 spherical value (left)
f.7531.0.0,Keratometry median R1 cylinder axis (left)
f.7532.0.0,Keratometry median R2 radius (left)
f.7533.0.0,Keratometry median R2 spherical value (left)
f.7534.0.0,Keratometry median R2 cylinder axis (left)
f.7535.0.0,Keratometry median average radius (left)
f.7536.0.0,Keratometry median average spherical value (left)
f.7537.0.0,Keratometry median spherical value (left)
f.7538.0.0,Keratometry median cylinder axis (left)
f.7539.0.0,Pupil size (left)
f.7541.0.0,Eye prescription (left)
f.7542.0.0,Eye prescription (right)
f.7544.0.0,Pupil size (right)
f.7670.0.0,Letter displayed to participant
f.7671.0.0,Letter selected by participant
f.7673.0.0,Duration between presenting an image and participant making selection
f.7674.0.0,Duration between presenting an image and participant pressing Next button
f.7676.0.0,Number of letters displayed
f.7677.0.0,Reason test concluded
f.7678.0.0,Total duration of test
f.10004.0.0,"Medication for pain relief, constipation, heartburn (pilot)"
f.10005.0.0,"Medication for smoking cessation, constipation, heartburn, allergies (pilot)"
f.10006.0.0,Mouth/teeth dental problems (pilot)
f.10007.0.0,Vitamin and mineral supplements (pilot)
f.10016.0.0,Regular use of hands-free device/speakerphone with mobile phone (pilot)
f.10105.0.0,Internet user (pilot)
f.10114.0.0,Willing to be contacted by email (pilot)
f.10115.0.0,Why stopped smoking (pilot)
f.10132.0.0,Type of progestan-only oral contraceptive used (pilot)
f.10136.0.0,Number of correct matches in round (pilot)
f.10137.0.0,Number of incorrect matches in round (pilot)
f.10138.0.0,Time to complete round (pilot)
f.10141.0.0,Number of times snap-button pressed (pilot)
f.10144.0.0,Time taken to complete lights test (pilot)
f.10145.0.0,Pattern of lights displayed (pilot)
f.10146.0.0,Pattern of lights as remembered (pilot)
f.10147.0.0,Duration to first press of snap-button in each round (pilot)
f.10609.0.0,Words answer array (pilot)
f.10610.0.0,Word count (pilot)
f.10612.0.0,Number of words beginning with 'S' (pilot)
f.10691.0.0,Result ranking (pilot)
f.10694.0.0,Forced vital capacity (FVC) (pilot)
f.10695.0.0,Forced expiratory volume in 1-second (FEV1) (pilot)
f.10696.0.0,Peak expiratory flow (PEF) (pilot)
f.10697.0.0,Data points for blow (pilot)
f.10711.0.0,Spirometry method (pilot)
f.10721.0.0,"Illness, injury, bereavement, stress in last 2 years (pilot)"
f.10722.0.0,Qualifications (pilot)
f.10723.0.0,Vitamin supplements (pilot)
f.10740.0.0,Frequency of friend/family visits (pilot)
f.10749.0.0,Time using mobile phone in last 3 months (pilot)
f.10767.0.0,Spread type (pilot)
f.10776.0.0,Bread type/intake (pilot)
f.10793.0.0,Hearing difficulty/problems (pilot)
f.10818.0.0,Reason for reducing amount of alcohol drunk (pilot)
f.10827.0.0,Ever stopped smoking for 6+ months (pilot)
f.10844.0.0,Gestational diabetes only (pilot)
f.10853.0.0,Reason former drinker stopped drinking alcohol (pilot)
f.10854.0.0,Other dietary supplements (pilot)
f.10855.0.0,"Never eat eggs, dairy, wheat, sugar (pilot)"
f.10860.0.0,Gas or solid-fuel cooking/heating (pilot)
f.10877.0.0,Average total household income before tax (pilot)
f.10886.0.0,Difference in mobile phone use compared to one year previously (pilot)
f.10895.0.0,"Light smokers, at least 100 smokes in lifetime (pilot)"
f.10912.0.0,Variation in diet (pilot)
f.10953.0.0,Duration of walks (pilot)
f.10962.0.0,Duration of moderate physical activity (pilot)
f.10971.0.0,Duration of vigorous physical activity (pilot)
f.12139.0.0,Believed safe to perform brain MRI scan
f.12140.0.0,Believed safe to perform abdominal MRI scan
f.12141.0.0,Believed safe to perform DXA scan
f.12143.0.0,Weight (pre-imaging)
f.12144.0.0,Height
f.12148.0.0,Number of imaging stages blocked at screening
f.12187.0.0,Brain MRI measuring method
f.12188.0.0,Operator indicated brain MRI measurement completed
f.12223.0.0,Abdominal MRI measuring method
f.12224.0.0,Abdominal MRI measurement completed
f.12253.0.0,DXA measuring method
f.12254.0.0,DXA measurement completed
f.12291.0.0,Carotid ultrasound measuring method
f.12292.0.0,Carotid ultrasound measurement completed
f.12323.0.0,12-lead ECG measuring method
f.12336.0.0,Ventricular rate
f.12338.0.0,P duration
f.12340.0.0,QRS duration
f.12624.0.0,Identifier for blood pressure device
f.12651.0.0,Duration of eprime test
f.12653.0.0,ECG automated diagnoses
f.12654.0.0,Number of automated diagnostic comments recorded during 12-lead ECG
f.12658.0.0,Identifier for 12-lead ECG device
f.12673.0.0,Heart rate during PWA - PVR
f.12674.0.0,Systolic brachial blood pressure during PWA - PVR
f.12675.0.0,Diastolic brachial blood pressure during PWA - PVR
f.12676.0.0,Peripheral pulse pressure during PWA - PVR
f.12677.0.0,Central systolic blood pressure during PWA - PVR
f.12678.0.0,Central pulse pressure during PWA - PVR
f.12679.0.0,Number of beats in waveform average for PWA - PVR
f.12680.0.0,Central augmentation pressure during PWA - PVR
f.12681.0.0,Augmentation index for PWA - PVR
f.12682.0.0,Cardiac output during PWA - PVR
f.12683.0.0,End systolic pressure during PWA - PVR
f.12684.0.0,End systolic pressure index during PWA - PVR
f.12685.0.0,Total peripheral resistance during PWA - PVR
f.12686.0.0,Stroke volume during PWA - PVR
f.12687.0.0,Mean arterial pressure during PWA - PVR
f.12697.0.0,Systolic brachial blood pressure - OSC
f.12698.0.0,Diastolic brachial blood pressure - OSC
f.12699.0.0,Number of PWA tests performed - PVR
f.12700.0.0,Vicorder results plausible
f.12702.0.0,Cardiac index during PWA - PVR
f.12706.0.0,Eprime error flag
f.20001.0.0,"Cancer code, self-reported"
f.20002.0.0,"Non-cancer illness code, self-reported"
f.20003.0.0,Treatment/medication code
f.20004.0.0,Operation code
f.20005.0.0,Email access
f.20006.0.0,Interpolated Year when cancer first diagnosed
f.20007.0.0,Interpolated Age of participant when cancer first diagnosed
f.20008.0.0,Interpolated Year when non-cancer illness first diagnosed
f.20009.0.0,Interpolated Age of participant when non-cancer illness first diagnosed
f.20010.0.0,Interpolated Year when operation took place
f.20011.0.0,Interpolated Age of participant when operation took place
f.20012.0.0,Method of recording time when cancer first diagnosed
f.20013.0.0,Method of recording time when non-cancer illness first diagnosed
f.20014.0.0,Method of recording time when operation occurred
f.20015.0.0,Sitting height
f.20016.0.0,Fluid intelligence score
f.20018.0.0,Prospective memory result
f.20019.0.0,Speech-reception-threshold (SRT) estimate (left)
f.20021.0.0,Speech-reception-threshold (SRT) estimate (right)
f.20022.0.0,Birth weight
f.20023.0.0,Mean time to correctly identify matches
f.20031.0.0,Acceptability of each blow result (text)
f.20032.0.0,Acceptability of each blow result (text) (pilot)
f.20041.0.0,Reason for skipping weight
f.20042.0.0,Reason for skipping spirometry
f.20043.0.0,Reason for skipping grip strength (right)
f.20044.0.0,Reason for skipping grip strength (left)
f.20045.0.0,Reason for skipping waist
f.20046.0.0,Reason for skipping hip measurement
f.20047.0.0,Reason for skipping standing height
f.20048.0.0,Reason for skipping sitting height
f.20049.0.0,"Blood sample #, note contents"
f.20050.0.0,Reason blood sampling not attempted
f.20051.0.0,Reason for skipping arterial stiffness
f.20052.0.0,Reason for skipping refractometry (left)
f.20053.0.0,Reason for skipping IOP (right)
f.20054.0.0,Reason for skipping IOP (left)
f.20055.0.0,Reason for skipping refractometry (right)
f.20056.0.0,Reason for skipping visual acuity (right)
f.20057.0.0,Reason for skipping visual acuity (left)
f.20058.0.0,Reason for skipping ECG
f.20059.0.0,Reason ECG not completed
f.20060.0.0,Reason at-rest ECG performed without bicycle
f.20061.0.0,Reason for skipping OCT (right)
f.20062.0.0,Reason for skipping OCT (left)
f.20071.0.0,Reason no saliva sample collected
f.20072.0.0,Reason no urine sample collected
f.20077.0.0,Number of diet questionnaires completed
f.20078.0.0,When diet questionnaire completion requested
f.20082.0.0,Duration of questionnaire
f.20083.0.0,Delay between questionnaire request and completion
f.20084.0.0,Vitamin and/or mineral supplement use
f.20085.0.0,Reason for not eating or drinking normally
f.20086.0.0,Type of special diet followed
f.20087.0.0,Types of spread used on bread/crackers
f.20088.0.0,Types of spreads/sauces consumed
f.20089.0.0,Type of meals eaten
f.20090.0.0,Type of fat/oil used in cooking
f.20091.0.0,Type of sliced bread eaten
f.20092.0.0,Type of baguette eaten
f.20093.0.0,Type of large bap eaten
f.20094.0.0,Type of bread roll eaten
f.20095.0.0,Size of white wine glass drunk
f.20096.0.0,Size of red wine glass drunk
f.20097.0.0,Size of rose wine glass drunk
f.20098.0.0,Thickness of butter/margarine spread on sliced bread
f.20099.0.0,Thickness of butter/margarine spread on baguettes
f.20100.0.0,Thickness of butter/margarine spread on large baps
f.20101.0.0,Thickness of butter/margarine spread on bread rolls
f.20102.0.0,Thickness of butter/margarine spread on crackers/crispbreads
f.20103.0.0,Thickness of butter/margarine spread on oatcakes
f.20104.0.0,Thickness of butter/margarine spread on other bread
f.20105.0.0,Liquid used to make porridge
f.20106.0.0,Type of yogurt eaten
f.20107.0.0,Illnesses of father
f.20108.0.0,Ingredients in canned soup
f.20109.0.0,Ingredients in homemade soup
f.20110.0.0,Illnesses of mother
f.20111.0.0,Illnesses of siblings
f.20112.0.0,Illnesses of adopted father
f.20113.0.0,Illnesses of adopted mother
f.20114.0.0,Illnesses of adopted siblings
f.20115.0.0,Country of Birth (non-UK origin)
f.20116.0.0,Smoking status
f.20117.0.0,Alcohol drinker status
f.20118.0.0,Home area population density - urban or rural
f.20119.0.0,Current employment status - corrected
f.20121.0.0,Cascot confidence score
f.20122.0.0,Bipolar disorder status
f.20123.0.0,Single episode of probable major depression
f.20124.0.0,Probable recurrent major depression (moderate)
f.20125.0.0,Probable recurrent major depression (severe)
f.20126.0.0,Bipolar and major depression status
f.20127.0.0,Neuroticism score
f.20128.0.0,Number of fluid intelligence questions attempted within time limit
f.20131.0.0,Number of correct matches in round
f.20132.0.0,Number of incorrect matches in round
f.20133.0.0,Time to complete round
f.20134.0.0,When pairs test completed
f.20135.0.0,When fluid intelligence test completed
f.20136.0.0,When trail making test completed
f.20137.0.0,When symbol digit substitution test completed
f.20138.0.0,When numeric memory test completed
f.20139.0.0,Number of letters correctly identified
f.20140.0.0,When input method described
f.20141.0.0,Position of first letter not identified
f.20142.0.0,Present in OMOP dataset
f.20147.0.0,Errors before selecting correct item in numeric path (trail #1)
f.20148.0.0,Errors before selecting correct item in alphanumeric path (trail #2)
f.20149.0.0,Interval between previous point and current one in numeric path (trail #1)
f.20150.0.0,"Forced expiratory volume in 1-second (FEV1), Best measure"
f.20151.0.0,"Forced vital capacity (FVC), Best measure"
f.20152.0.0,Reproduciblity of spirometry measurement using ERS/ATS criteria
f.20153.0.0,"Forced expiratory volume in 1-second (FEV1), predicted"
f.20154.0.0,"Forced expiratory volume in 1-second (FEV1), predicted percentage"
f.20155.0.0,Interval between previous point and current one in alphanumeric path (trail #2)
f.20156.0.0,Duration to complete numeric path (trail #1)
f.20157.0.0,Duration to complete alphanumeric path (trail #2)
f.20158.0.0,DXA images
f.20159.0.0,Number of symbol digit matches made correctly
f.20160.0.0,Ever smoked
f.20161.0.0,Pack years of smoking
f.20162.0.0,Pack years adult smoking as proportion of life span exposed to smoking
f.20165.0.0,FI1 : numeric addition test
f.20167.0.0,FI2 : identify largest number
f.20169.0.0,FI3 : word interpolation
f.20171.0.0,FI4 : positional arithmetic
f.20173.0.0,FI5 : family relationship calculation
f.20175.0.0,FI6 : conditional arithmetic
f.20177.0.0,FI7 : synonym
f.20179.0.0,FI8 : chained arithmetic
f.20181.0.0,FI9 : concept interpolation
f.20183.0.0,FI10 : arithmetic sequence recognition
f.20185.0.0,FI11 : antonym
f.20187.0.0,FI12 : square sequence recognition
f.20189.0.0,FI13 : subset inclusion logic
f.20191.0.0,Fluid intelligence score
f.20192.0.0,Number of fluid intelligence questions attempted within time limit
f.20193.0.0,FI14 : alphanumeric substitution
f.20194.0.0,FI14 : duration viewed
f.20195.0.0,Number of symbol digit matches attempted
